"","dbn","feeder_school","n_hs_applicants","n_testers","n_offers","year","zip"
"1781","27Q318","WATERSIDE SCHOOL FOR LEADERSHIP",80,17,5,"2018"," 11694"
"1782","27Q319","VILLAGE ACADEMY",123,19,5,"2018"," 11691"
"1783","27Q323","SCHOLARS' ACADEMY",231,88,37,"2018"," 11694"
"1784","27Q333","GOLDIE MAPLE ACADEMY",20,5,5,"2018"," 11692"
"1785","28Q008","J.H.S. 008 RICHARD S. GROSSLEY",127,23,5,"2018"," 11433"
"1786","28Q072","CATHERINE & COUNT BASIE MIDDLE SCHOOL 72",140,29,5,"2018"," 11434"
"1787","28Q157","J.H.S. 157 STEPHEN A. HALSEY",527,214,52,"2018"," 11374"
"1788","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL",126,25,7,"2018"," 11375"
"1789","28Q190","J.H.S. 190 RUSSELL SAGE",343,143,45,"2018"," 11375"
"1790","28Q217","J.H.S. 217 ROBERT A. VAN WYCK",561,162,13,"2018"," 11435"
"1791","28Q284","YORK EARLY COLLEGE ACADEMY",101,25,5,"2018"," 11433"
"1792","28Q287","THE EMERSON SCHOOL",142,36,5,"2018"," 11433"
"1793","28Q310","QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL",80,22,5,"2018"," 11432"
"1794","28Q332","REDWOOD MIDDLE SCHOOL",120,34,5,"2018"," 11434"
"1795","28Q358","M.S. 358",132,35,5,"2018"," 11432"
"1796","28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",93,74,38,"2018"," 11432"
"1797","28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",74,26,5,"2018"," 11432"
"1798","29Q059","I.S. 059 SPRINGFIELD GARDENS",199,30,5,"2018"," 11413"
"1799","29Q109","JEAN NUZZI INTERMEDIATE SCHOOL",364,125,5,"2018"," 11428"
"1800","29Q116","P.S./I.S. 116 WILLIAM C. HUGHLEY",60,7,5,"2018"," 11433"
"1801","29Q138","P.S./M.S. 138 SUNRISE",115,23,5,"2018"," 11422"
"1802","29Q147","P.S./M.S. 147 RONALD MCNAIR",66,10,5,"2018"," 11411"
"1803","29Q192","I.S. 192 THE LINDEN",187,37,5,"2018"," 11412"
"1804","29Q208","P.S./I.S. 208",91,29,5,"2018"," 11426"
"1805","29Q238","I.S. 238 - SUSAN B. ANTHONY ACADEMY",491,101,6,"2018"," 11423"
"1806","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA",74,8,5,"2018"," 11412"
"1807","29Q268","P.S./I.S. 268",61,17,5,"2018"," 11433"
"1808","29Q270","THE GORDON PARKS SCHOOL",97,42,5,"2018"," 11422"
"1809","29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S",70,15,5,"2018"," 11413"
"1810","29Q289","QUEENS UNITED MIDDLE SCHOOL",66,38,5,"2018"," 11413"
"1811","29Q295","P.S./I.S. 295",55,23,5,"2018"," 11428"
"1812","29Q327","EAGLE ACADEMY FOR YOUNG MEN III",75,5,5,"2018"," 11434"
"1813","29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL",98,25,5,"2018"," 11413"
"1814","29Q356","COMMUNITY VOICES MIDDLE SCHOOL",113,18,5,"2018"," 11413"
"1815","30Q010","I.S. 010 HORACE GREELEY",245,46,5,"2018"," 11103"
"1816","30Q078","P.S./I.S. 78Q",44,23,5,"2018"," 11109"
"1817","30Q111","P.S. 111 JACOB BLACKWELL",22,5,5,"2018"," 11101"
"1818","30Q122","P.S. 122 MAMIE FAY",91,91,45,"2018"," 11105"
"1819","30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR",233,81,20,"2018"," 11106"
"1820","30Q127","P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL",156,26,5,"2018"," 11369"
"1821","30Q141","I.S. 141 THE STEINWAY",382,176,19,"2018"," 11105"
"1822","30Q145","I.S. 145 JOSEPH PULITZER",578,164,8,"2018"," 11372"
"1823","30Q204","I.S. 204 OLIVER W. HOLMES",169,29,5,"2018"," 11106"
"1824","30Q227","I.S. 227 LOUIS ARMSTRONG",469,189,17,"2018"," 11369"
"1825","30Q230","I.S. 230",463,197,24,"2018"," 11372"
"1826","30Q235","ACADEMY FOR NEW AMERICANS",65,5,5,"2018"," 11102"
"1827","30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",86,23,6,"2018"," 11102"
"1828","30Q291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL",153,50,6,"2018"," 11101"
"1829","30Q300","THE 30TH AVENUE SCHOOL (G&T CITYWIDE)",65,64,36,"2018"," 11106"
"1830","30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION",64,52,41,"2018"," 11106"
"1831","31R002","I.S. R002 GEORGE L. EGBERT",327,86,13,"2018"," 10306"
"1832","31R007","I.S. 007 ELIAS BERNSTEIN",375,118,22,"2018"," 10312"
"1833","31R024","I.S. 024 MYRA S. BARNES",454,156,27,"2018"," 10308"
"1834","31R027","I.S. 027 ANNING S. PRALL",342,73,12,"2018"," 10310"
"1835","31R028","THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND",59,11,5,"2018"," 10304"
"1836","31R034","I.S. 034 TOTTENVILLE",347,82,7,"2018"," 10307"
"1837","31R048","P.S. 048 WILLIAM G. WILCOX",93,41,8,"2018"," 10304"
"1838","31R049","I.S. 49 BERTA A. DREYFUS",219,32,5,"2018"," 10304"
"1839","31R051","I.S. 051 EDWIN MARKHAM",474,112,5,"2018"," 10302"
"1840","31R061","I.S. 061 WILLIAM A MORRIS",301,47,5,"2018"," 10301"
"1841","31R063","MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING",146,52,5,"2018"," 10314"
"1842","31R072","I.S. 072 ROCCO LAURIE",437,145,21,"2018"," 10314"
"1843","31R075","I.S. 075 FRANK D. PAULO",462,143,38,"2018"," 10312"
"1844","31R080","THE MICHAEL J. PETRIDES SCHOOL",97,24,5,"2018"," 10301"
"1845","31R861","STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP",96,36,5,"2018"," 10314"
"1846","32K045","P.S./I.S. 045 HORACE E. GREENE",75,56,5,"2018"," 11207"
"1847","32K162","J.H.S. 162 THE WILLOUGHBY",127,68,5,"2018"," 11237"
"1848","32K291","J.H.S. 291 ROLAND HAYES",100,35,5,"2018"," 11221"
"1849","32K347","I.S. 347 SCHOOL OF HUMANITIES",125,7,5,"2018"," 11221"
"1850","32K349","I.S. 349 MATH, SCIENCE & TECH.",106,41,5,"2018"," 11221"
"1851","32K383","J.H.S. 383 PHILIPPA SCHUYLER",287,231,6,"2018"," 11237"
"1852","32K384","P.S. /I.S. 384 FRANCES E. CARTER",69,14,5,"2018"," 11207"
"1853","32K554","ALL CITY LEADERSHIP SECONDARY SCHOOL",62,20,5,"2018"," 11237"
"1854","32K562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION",122,53,5,"2018"," 11207"
"1855","01M034","P.S. 034 FRANKLIN D. ROOSEVELT (01M034)",47,5,5,"2019"," 10009"
"1856","01M140","P.S. 140 NATHAN STRAUS (01M140)",68,7,5,"2019"," 10002"
"1857","01M184","P.S. 184M SHUANG WEN (01M184)",94,74,24,"2019"," 10002"
"1858","01M188","P.S. 188 THE ISLAND SCHOOL (01M188)",60,9,5,"2019"," 10002"
"1859","01M332","UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL (01M332)",78,12,5,"2019"," 10002"
"1860","01M378","SCHOOL FOR GLOBAL LEADERS (01M378)",92,18,5,"2019"," 10002"
"1861","01M450","EAST SIDE COMMUNITY SCHOOL (01M450)",106,25,5,"2019"," 10009"
"1862","01M539","NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL (01M539)",140,121,82,"2019"," 10002"
"1863","01M839","TOMPKINS SQUARE MIDDLE SCHOOL (01M839)",123,58,7,"2019"," 10009"
"1864","02M104","J.H.S. 104 SIMON BARUCH (02M104)",384,226,48,"2019"," 10010"
"1865","02M114","EAST SIDE MIDDLE SCHOOL (02M114)",154,114,63,"2019"," 10128"
"1866","02M126","P.S. 126 JACOB AUGUST RIIS (02M126)",113,70,25,"2019"," 10038"
"1867","02M131","M.S. 131 (02M131)",144,74,6,"2019"," 10002"
"1868","02M167","J.H.S. 167 ROBERT F. WAGNER (02M167)",454,266,73,"2019"," 10021"
"1869","02M177","YORKVILLE EAST MIDDLE SCHOOL (02M177)",76,29,5,"2019"," 10075"
"1870","02M217","P.S./I.S. 217 ROOSEVELT ISLAND (02M217)",31,9,5,"2019"," 10044"
"1871","02M225","ELLA BAKER SCHOOL (02M225)",11,5,5,"2019"," 10065"
"1872","02M255","M.S. 255 SALK SCHOOL OF SCIENCE (02M255)",132,101,61,"2019"," 10003"
"1873","02M260","THE CLINTON SCHOOL (02M260)",97,37,11,"2019"," 10003"
"1874","02M276","BATTERY PARK CITY SCHOOL (02M276)",98,52,16,"2019"," 10280"
"1875","02M289","I.S. 289 (02M289)",98,53,6,"2019"," 10282"
"1876","02M297","M.S. 297 (02M297)",236,75,6,"2019"," 10014"
"1877","02M312","NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES (02M312)",186,163,113,"2019"," 10011"
"1878","02M347","THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL (02M347)",12,5,5,"2019"," 10010"
"1879","02M397","SPRUCE STREET SCHOOL (02M397)",65,27,5,"2019"," 10038"
"1880","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION (02M407)",75,7,5,"2019"," 10003"
"1881","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL (02M408)",56,14,5,"2019"," 10036"
"1882","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL (02M413)",96,23,6,"2019"," 10010"
"1883","02M422","QUEST TO LEARN (02M422)",58,13,5,"2019"," 10011"
"1884","02M442","BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE (02M442)",20,11,5,"2019"," 10003"
"1885","02M896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL (02M896)",124,49,5,"2019"," 10004"
"1886","02M933","CITY KNOLL MIDDLE SCHOOL (02M933)",60,10,5,"2019"," 10001"
"1887","03M054","J.H.S. 054 BOOKER T. WASHINGTON (03M054)",257,206,102,"2019"," 10025"
"1888","03M076","P.S. 076 A. PHILIP RANDOLPH (03M076)",59,5,5,"2019"," 10027"
"1889","03M149","P.S. 149 SOJOURNER TRUTH (03M149)",27,5,5,"2019"," 10026"
"1890","03M180","P.S. 180 HUGO NEWMAN (03M180)",51,5,5,"2019"," 10027"
"1891","03M191","THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS (03M191)",56,14,5,"2019"," 10023"
"1892","03M243","M.S. 243 CENTER SCHOOL (03M243)",60,41,12,"2019"," 10024"
"1893","03M245","M.S. M245 THE COMPUTER SCHOOL (03M245)",139,65,17,"2019"," 10024"
"1894","03M247","M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL (03M247)",71,13,5,"2019"," 10025"
"1895","03M250","M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL (03M250)",56,6,5,"2019"," 10025"
"1896","03M256","LAFAYETTE ACADEMY (03M256)",40,18,5,"2019"," 10025"
"1897","03M258","COMMUNITY ACTION SCHOOL - MS 258 (03M258)",74,14,5,"2019"," 10025"
"1898","03M291","WEST END SECONDARY SCHOOL (03M291)",108,55,19,"2019"," 10023"
"1899","03M333","P.S. 333 MANHATTAN SCHOOL FOR CHILDREN (03M333)",63,18,5,"2019"," 10025"
"1900","03M334","THE ANDERSON SCHOOL (03M334)",61,55,33,"2019"," 10024"
"1901","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS (03M415)",35,5,5,"2019"," 10026"
"1902","03M421","WEST PREP ACADEMY (03M421)",71,24,5,"2019"," 10025"
"1903","03M859","SPECIAL MUSIC SCHOOL (03M859)",18,5,5,"2019"," 10023"
"1904","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL (03M860)",21,5,5,"2019"," 10026"
"1905","03M862","MOTT HALL II (03M862)",138,49,5,"2019"," 10025"
"1906","04M007","P.S. 007 SAMUEL STERN (04M007)",69,6,5,"2019"," 10035"
"1907","04M012","TAG YOUNG SCHOLARS (04M012)",77,71,32,"2019"," 10029"
"1908","04M057","JAMES WELDON JOHNSON (04M057)",86,28,5,"2019"," 10029"
"1909","04M072","THE LEXINGTON ACADEMY (04M072)",58,9,5,"2019"," 10029"
"1910","04M096","P.S. 096 JOSEPH LANZETTA (04M096)",48,5,5,"2019"," 10035"
"1911","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX (04M108)",64,5,5,"2019"," 10029"
"1912","04M171","P.S. 171 PATRICK HENRY (04M171)",90,38,5,"2019"," 10029"
"1913","04M206","P.S. 206 JOSE CELSO BARBOSA (04M206)",78,16,5,"2019"," 10035"
"1914","04M224","M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS (04M224)",65,14,5,"2019"," 10029"
"1915","04M372","ESPERANZA PREPARATORY ACADEMY (04M372)",78,6,5,"2019"," 10029"
"1916","04M377","RENAISSANCE SCHOOL OF THE ARTS (04M377)",57,5,5,"2019"," 10035"
"1917","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL (04M610)",56,5,5,"2019"," 10029"
"1918","04M825","ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE (04M825)",75,10,5,"2019"," 10029"
"1919","04M964","CENTRAL PARK EAST II (04M964)",53,8,5,"2019"," 10029"
"1920","05M046","P.S. 046 ARTHUR TAPPAN (05M046)",59,5,5,"2019"," 10039"
"1921","05M123","P.S. 123 MAHALIA JACKSON (05M123)",65,6,5,"2019"," 10030"
"1922","05M129","P.S. 129 JOHN H. FINLEY (05M129)",66,15,5,"2019"," 10027"
"1923","05M148","EAGLE ACADEMY FOR YOUNG MEN OF HARLEM (05M148)",34,5,5,"2019"," 10030"
"1924","05M161","P.S. 161 PEDRO ALBIZU CAMPOS (05M161)",122,17,5,"2019"," 10027"
"1925","05M286","URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS (05M286)",44,5,5,"2019"," 10027"
"1926","05M362","COLUMBIA SECONDARY SCHOOL (05M362)",98,39,18,"2019"," 10027"
"1927","05M499","FREDERICK DOUGLASS ACADEMY (05M499)",81,5,5,"2019"," 10039"
"1928","05M514","NEW DESIGN MIDDLE SCHOOL (05M514)",40,8,5,"2019"," 10027"
"1929","05M517","TEACHERS COLLEGE COMMUNITY SCHOOL (05M517)",25,8,5,"2019"," 10027"
"1930","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE (05M670)",56,5,5,"2019"," 10030"
"1931","06M018","P.S. 018 PARK TERRACE (06M018)",46,5,5,"2019"," 10034"
"1932","06M052","HAROLD O. LEVY SCHOOL (06M052)",94,10,5,"2019"," 10034"
"1933","06M143","J.H.S. 143 ELEANOR ROOSEVELT (06M143)",77,14,5,"2019"," 10033"
"1934","06M187","P.S./I.S. 187 HUDSON CLIFFS (06M187)",93,45,8,"2019"," 10040"
"1935","06M209","HAMILTON GRANGE MIDDLE SCHOOL (06M209)",87,18,5,"2019"," 10031"
"1936","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP (06M210)",48,5,5,"2019"," 10031"
"1937","06M223","THE MOTT HALL SCHOOL (06M223)",95,87,5,"2019"," 10027"
"1938","06M278","PAULA HEDBAVNY SCHOOL (06M278)",71,20,5,"2019"," 10034"
"1939","06M293","CITY COLLEGE ACADEMY OF THE ARTS (06M293)",91,11,5,"2019"," 10040"
"1940","06M311","AMISTAD DUAL LANGUAGE SCHOOL (06M311)",52,15,5,"2019"," 10034"
"1941","06M319","M.S. 319 - MARIA TERESA (06M319)",147,7,5,"2019"," 10032"
"1942","06M322","MIDDLE SCHOOL 322 (06M322)",135,7,5,"2019"," 10040"
"1943","06M324","M.S. 324 - PATRIA MIRABAL (06M324)",143,20,5,"2019"," 10032"
"1944","06M328","COMMUNITY MATH & SCIENCE PREP (06M328)",71,8,5,"2019"," 10032"
"1945","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS (06M346)",93,5,5,"2019"," 10032"
"1946","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL (06M348)",80,5,5,"2019"," 10033"
"1947","06M349","HARBOR HEIGHTS (06M349)",53,5,5,"2019"," 10033"
"1948","06M366","WASHINGTON HEIGHTS ACADEMY (06M366)",61,17,5,"2019"," 10034"
"1949","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL (06M528)",86,5,5,"2019"," 10033"
"1950","07X005","P.S. 5 PORT MORRIS (07X005)",94,9,5,"2019"," 10455"
"1951","07X029","P.S./M.S. 029 MELROSE SCHOOL (07X029)",85,12,5,"2019"," 10451"
"1952","07X031","P.S./M.S. 031 THE WILLIAM LLOYD GARRISON (07X031)",69,20,5,"2019"," 10451"
"1953","07X151","J.H.S. 151 LOU GEHRIG (07X151)",85,6,5,"2019"," 10451"
"1954","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL (07X221)",86,7,5,"2019"," 10454"
"1955","07X223","THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X223 (07X223)",79,12,5,"2019"," 10454"
"1956","07X224","P.S./I.S. 224 (07X224)",96,8,5,"2019"," 10454"
"1957","07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA (07X296)",66,12,5,"2019"," 10456"
"1958","07X298","ACADEMY OF PUBLIC RELATIONS (07X298)",90,26,5,"2019"," 10456"
"1959","07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY (07X343)",99,9,5,"2019"," 10454"
"1960","07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE (07X500)",46,5,5,"2019"," 10455"
"1961","07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (07X551)",83,5,5,"2019"," 10451"
"1962","07X584","I.S. 584 (07X584)",85,12,5,"2019"," 10455"
"1963","08X071","P.S. 071 ROSE E. SCALA (08X071)",156,58,5,"2019"," 10461"
"1964","08X101","M.S. X101 EDWARD R. BYRNE (08X101)",183,105,22,"2019"," 10465"
"1965","08X123","J.H.S. 123 JAMES M. KIERAN (08X123)",146,13,5,"2019"," 10472"
"1966","08X131","J.H.S. 131 ALBERT EINSTEIN (08X131)",143,21,5,"2019"," 10473"
"1967","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS (08X269)",90,5,5,"2019"," 10459"
"1968","08X301","M.S. 301 PAUL L. DUNBAR (08X301)",69,5,5,"2019"," 10456"
"1969","08X302","M.S. 302 LUISA DESSUS CRUZ (08X302)",186,34,5,"2019"," 10455"
"1970","08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (08X337)",165,46,5,"2019"," 10472"
"1971","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS (08X367)",81,20,5,"2019"," 10473"
"1972","08X371","URBAN INSTITUTE OF MATHEMATICS (08X371)",127,27,5,"2019"," 10465"
"1973","08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL (08X375)",70,12,5,"2019"," 10473"
"1974","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL (08X376)",53,12,5,"2019"," 10473"
"1975","08X424","THE HUNTS POINT SCHOOL (08X424)",101,5,5,"2019"," 10474"
"1976","08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP (08X448)",126,26,5,"2019"," 10473"
"1977","08X467","MOTT HALL COMMUNITY SCHOOL (08X467)",126,23,5,"2019"," 10465"
"1978","08X562","BLUEPRINT MIDDLE SCHOOL (08X562)",243,90,6,"2019"," 10472"
"1979","09X004","P.S./M.S. 004 CROTONA PARK WEST (09X004)",54,5,5,"2019"," 10457"
"1980","09X022","J.H.S. 022 JORDAN L. MOTT (09X022)",135,10,5,"2019"," 10456"
"1981","09X117","I.S. 117 JOSEPH H. WADE (09X117)",136,12,5,"2019"," 10453"
"1982","09X128","MOTT HALL III (09X128)",111,96,5,"2019"," 10456"
"1983","09X215","KAPPA (09X215)",122,41,5,"2019"," 10456"
"1984","09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL (09X218)",113,57,5,"2019"," 10452"
"1985","09X219","I.S. 219 NEW VENTURE SCHOOL (09X219)",113,11,5,"2019"," 10456"
"1986","09X229","I.S. 229 ROLAND PATTERSON (09X229)",86,9,5,"2019"," 10453"
"1987","09X231","EAGLE ACADEMY FOR YOUNG MEN (09X231)",65,9,5,"2019"," 10457"
"1988","09X232","I.S. 232 (09X232)",170,31,5,"2019"," 10453"
"1989","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE (09X241)",86,8,5,"2019"," 10457"
"1990","09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE (09X303)",100,17,5,"2019"," 10453"
"1991","09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT (09X313)",100,11,5,"2019"," 10457"
"1992","09X323","BRONX WRITING ACADEMY (09X323)",136,16,5,"2019"," 10456"
"1993","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING (09X324)",58,13,5,"2019"," 10456"
"1994","09X327","COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327 (09X327)",101,16,5,"2019"," 10452"
"1995","09X328","NEW MILLENNIUM BRONX ACADEMY OF THE ARTS (09X328)",82,7,5,"2019"," 10456"
"1996","09X339","I.S. 339 (09X339)",187,17,5,"2019"," 10457"
"1997","09X350","NEW DIRECTIONS SECONDARY SCHOOL (09X350)",22,5,5,"2019"," 10457"
"1998","09X361","THE HIGHBRIDGE GREEN SCHOOL (09X361)",123,13,5,"2019"," 10452"
"1999","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE (09X413)",49,7,5,"2019"," 10457"
"2000","09X454","SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL (09X454)",153,52,5,"2019"," 10456"
"2001","09X505","BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE (09X505)",90,7,5,"2019"," 10451"
"2002","09X568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX (09X568)",85,31,5,"2019"," 10453"
"2003","09X594","M.S. 594 (09X594)",80,5,5,"2019"," 10456"
"2004","10X003","P.S. 3 RAUL JULIA MICRO SOCIETY (10X003)",28,6,5,"2019"," 10457"
"2005","10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING (10X015)",57,34,5,"2019"," 10453"
"2006","10X020","PS/MS 20 P.O.GEORGE J. WERDANN, III (10X020)",114,24,5,"2019"," 10467"
"2007","10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL (10X037)",62,12,5,"2019"," 10463"
"2008","10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45 (10X045)",227,26,5,"2019"," 10458"
"2009","10X080","J.H.S. 080 THE MOSHOLU PARKWAY (10X080)",233,39,5,"2019"," 10467"
"2010","10X095","P.S. 095 SHEILA MENCHER (10X095)",170,66,5,"2019"," 10463"
"2011","10X118","J.H.S. 118 WILLIAM W. NILES (10X118)",379,242,21,"2019"," 10457"
"2012","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141) (10X141)",272,84,8,"2019"," 10463"
"2013","10X206","I.S. 206 ANN MERSEREAU (10X206)",73,7,5,"2019"," 10468"
"2014","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL (10X225)",60,6,5,"2019"," 10457"
"2015","10X228","JONAS BRONCK ACADEMY (10X228)",88,61,5,"2019"," 10458"
"2016","10X243","WEST BRONX ACADEMY FOR THE FUTURE (10X243)",97,14,5,"2019"," 10458"
"2017","10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM (10X244)",270,67,5,"2019"," 10463"
"2018","10X254","I.S. 254 (10X254)",186,17,5,"2019"," 10458"
"2019","10X279","P.S. 279 CAPTAIN MANUEL RIVERA, JR. (10X279)",126,27,5,"2019"," 10453"
"2020","10X280","P.S./M.S. 280 MOSHOLU PARKWAY (10X280)",102,22,5,"2019"," 10467"
"2021","10X308","BRONX DANCE ACADEMY SCHOOL (10X308)",89,13,5,"2019"," 10467"
"2022","10X331","THE BRONX SCHOOL OF YOUNG LEADERS (10X331)",140,35,5,"2019"," 10453"
"2023","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS (10X342)",57,7,5,"2019"," 10468"
"2024","10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE (10X363)",320,50,5,"2019"," 10468"
"2025","10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368) (10X368)",159,27,5,"2019"," 10463"
"2026","10X390","M.S. 390 (10X390)",175,37,5,"2019"," 10453"
"2027","10X391","THE ANGELO PATRI MIDDLE SCHOOL (10X391)",181,9,5,"2019"," 10457"
"2028","10X447","CRESTON ACADEMY (10X447)",157,37,5,"2019"," 10453"
"2029","11X019","P.S. 019 JUDITH K. WEISS (11X019)",60,30,5,"2019"," 10470"
"2030","11X083","P.S. 083 DONALD HERTZ (11X083)",224,76,7,"2019"," 10462"
"2031","11X089","P.S. 089 BRONX (11X089)",178,64,5,"2019"," 10469"
"2032","11X127","J.H.S. 127 THE CASTLE HILL (11X127)",255,141,10,"2019"," 10462"
"2033","11X144","J.H.S. 144 MICHELANGELO (11X144)",176,60,5,"2019"," 10469"
"2034","11X175","P.S. 175 CITY ISLAND (11X175)",26,7,5,"2019"," 10464"
"2035","11X180","M.S. 180 DR. DANIEL HALE WILLIAMS (11X180)",357,255,7,"2019"," 10475"
"2036","11X181","I.S. 181 PABLO CASALS (11X181)",276,108,8,"2019"," 10475"
"2037","11X194","P.S./M.S. 194 (11X194)",180,118,13,"2019"," 10462"
"2038","11X287","NORTH BRONX SCHOOL OF EMPOWERMENT (11X287)",170,14,5,"2019"," 10467"
"2039","11X326","BRONX GREEN MIDDLE SCHOOL (11X326)",135,33,5,"2019"," 10467"
"2040","11X355","BRONX ALLIANCE MIDDLE SCHOOL (11X355)",94,20,5,"2019"," 10466"
"2041","11X370","LEADERS OF TOMORROW (11X370)",158,56,5,"2019"," 10467"
"2042","11X462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA) (11X462)",76,8,5,"2019"," 10475"
"2043","11X468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT (11X468)",123,30,5,"2019"," 10467"
"2044","11X498","P.S./M.S. 11X498 - VAN NEST ACADEMY (11X498)",90,35,5,"2019"," 10462"
"2045","11X529","ONE WORLD MIDDLE SCHOOL AT EDENWALD (11X529)",104,38,5,"2019"," 10466"
"2046","11X532","BAYCHESTER MIDDLE SCHOOL (11X532)",99,11,5,"2019"," 10466"
"2047","11X556","BRONX PARK MIDDLE SCHOOL (11X556)",130,39,5,"2019"," 10467"
"2048","11X566","PELHAM GARDENS MIDDLE SCHOOL (11X566)",160,35,5,"2019"," 10469"
"2049","12X098","J.H.S. 098 HERMAN RIDDER (12X098)",111,9,5,"2019"," 10460"
"2050","12X129","M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP (12X129)",161,15,5,"2019"," 10460"
"2051","12X190","E.S.M.T- I.S. 190 (12X190)",86,13,5,"2019"," 10460"
"2052","12X211","P.S. 211 (12X211)",54,5,5,"2019"," 10457"
